21,36,unix4j,CommandBuilder,org.unix4j.builder.commandbuildertest.testlssortreverse,False,False
27,36,unix4j,SingleCharSequenceLine,org.unix4j.line.singlecharsequencelinetest.testnewlinelengthnegative,False,True
33,36,unix4j,CatCommand,org.unix4j.unix.cattest.testcat_squeezeemptylines,False,True
49,36,unix4j,Ls,org.unix4j.unix.lstest.testlsalh,True,True
57,36,unix4j,MultilineString,org.unix4j.unix.sedtest.testsed_searchandreplaceoccurrence3,False,True
87,36,unix4j,ScientificNumberStringComparator,org.unix4j.util.scientificnumberstringcomparatortest.testlargedecimals,False,True
28,36,unix4j,SingleCharSequenceLine,org.unix4j.line.singlecharsequencelinetest.testnewlinelengthnegativewithoffsetandlengths,False,True
29,36,unix4j,SingleCharSequenceLine,org.unix4j.line.singlecharsequencelinetest.testunixline,False,True
31,36,unix4j,CatCommand,org.unix4j.unix.cattest.testcat_numberlines,False,False
50,36,unix4j,MultilineString,org.unix4j.unix.sedtest.testsed_appendmissingbackslash4,False,False
52,36,unix4j,MultilineString,org.unix4j.unix.sedtest.testsed_printquietcaseinsensitive,False,True
53,36,unix4j,MultilineString,org.unix4j.unix.sedtest.testsed_searchandreplaceglobalignorecase,False,False
55,36,unix4j,MultilineString,org.unix4j.unix.sedtest.testsed_searchandreplaceoccurrence12,False,False
58,36,unix4j,MultilineString,org.unix4j.unix.sorttest.testsortignoreblanks,False,True
71,36,unix4j,WcCommand,org.unix4j.unix.wctest.testwclines,False,False
84,36,unix4j,MonthStringComparator,org.unix4j.util.monthstringcomparatortest.testcompareus,False,False
88,36,unix4j,ScientificNumberStringComparator,org.unix4j.util.scientificnumberstringcomparatortest.testrandomverylongintegerpairs,False,True
92,36,unix4j,StringUtil,org.unix4j.util.stringutiltest.testsplitlines,False,True
94,36,unix4j,VersionStringComparator,org.unix4j.util.versionstringcomparatortest.testprefixedversionstrings,False,True
24,36,unix4j,SimpleLine,org.unix4j.line.simplelinetest.testnewlinelengthabovetwo,False,True
54,36,unix4j,MultilineString,org.unix4j.unix.sedtest.testsed_searchandreplaceignorecase,False,False
59,36,unix4j,MultilineString,org.unix4j.unix.sorttest.testsortnumbersreverse,False,True
60,36,unix4j,MultilineString,org.unix4j.unix.sorttest.testsortnumericreverse,False,True
85,36,unix4j,RelativePathBase,org.unix4j.util.relativepathbasetest.testrelativepath_3_indirectparent,False,True
18,36,unix4j,CommandBuilder,org.unix4j.builder.commandbuildertest.testechogrepnomatch,False,True
34,36,unix4j,CatCommand,org.unix4j.unix.cattest.testcat_squeezeemptylines_numberlines,False,False
40,36,unix4j,EchoCommand,org.unix4j.unix.echotest.testechoempty,False,True
47,36,unix4j,HeadCommand,org.unix4j.unix.headtest.testhead_negativelines,False,False
73,36,unix4j,XargsCommand,org.unix4j.unix.xargstest.testxargswithechoandargsfrom0variable,False,True
74,36,unix4j,XargsCommand,org.unix4j.unix.xargstest.testxargswithechoandargsfrom1variable,False,False
77,36,unix4j,ArgsUtil,org.unix4j.util.argsutiltest.testgrepwithlongoptionnamedoperandanddefaultdelimitedoperand,False,False
91,36,unix4j,StringUtil,org.unix4j.util.stringutiltest.testfixedlengthwithstringvalueandfiller,False,True
26,36,unix4j,SingleCharSequenceLine,org.unix4j.line.singlecharsequencelinetest.testnewlinelengthabovetwo,False,False
32,36,unix4j,CatCommand,org.unix4j.unix.cattest.testcat_numbernonblanklines,False,False
36,36,unix4j,CutCommand,org.unix4j.unix.cuttest.testcharactercut1,False,False
